iter	Passed	Remaining
1675	12623	2440
1676	12631	2432
1677	12640	2425
1678	12647	2418
1679	12656	2410
1680	12664	2403
1681	12673	2395
1682	12680	2388
1683	12689	2381
1684	12698	2373
1685	12707	2366
1686	12715	2359
1687	12724	2351
1688	12731	2344
1689	12740	2336
1690	12747	2329
1691	12756	2322
1692	12764	2314
1693	12772	2307
1694	12780	2299
1695	12789	2292
1696	12797	2284
1697	12805	2277
1698	12813	2270
1699	12822	2262
1700	12830	2255
1701	12838	2247
1702	12846	2240
1703	12854	2232
1704	12861	2225
1705	12869	2217
1706	12876	2210
1707	12885	2202
1708	12892	2195
1709	12901	2187
1710	12909	2180
1711	12917	2173
1712	12924	2165
1713	12933	2158
1714	12940	2150
1715	12949	2143
1716	12957	2135
1717	12965	2128
1718	12972	2120
1719	12982	2113
1720	12990	2105
1721	13000	2098
1722	13008	2091
1723	13016	2083
1724	13024	2076
1725	13033	2069
1726	13040	2061
1727	13048	2054
1728	13056	2046
1729	13064	2039
1730	13072	2031
1731	13081	2024
1732	13088	2016
1733	13097	2009
1734	13105	2001
1735	13113	1994
1736	13121	1986
1737	13130	1979
1738	13137	1971
1739	13146	1964
1740	13154	1956
1741	13162	1949
1742	13169	1941
1743	13178	1934
1744	13186	1926
1745	13195	1919
1746	13202	1912
1747	13212	1904
1748	13220	1897
1749	13228	1889
1750	13235	1882
1751	13243	1874
1752	13251	1867
1753	13259	1859
1754	13266	1852
1755	13274	1844
1756	13282	1836
1757	13290	1829
1758	13297	1821
1759	13306	1814
1760	13315	1807
1761	13324	1799
1762	13331	1792
1763	13340	1784
1764	13347	1777
1765	13355	1769
1766	13363	1762
1767	13372	1754
1768	13380	1747
1769	13388	1739
1770	13396	1732
1771	13404	1724
1772	13411	1717
1773	13419	1709
1774	13428	1702
1775	13436	1694
1776	13443	1687
1777	13451	1679
1778	13459	1672
1779	13467	1664
1780	13475	1657
1781	13483	1649
1782	13491	1641
1783	13498	1634
1784	13508	1627
1785	13517	1619
1786	13525	1612
1787	13533	1604
1788	13541	1597
1789	13549	1589
1790	13557	1582
1791	13566	1574
1792	13573	1567
1793	13581	1559
1794	13590	1552
1795	13597	1544
1796	13605	1536
1797	13613	1529
1798	13623	1522
1799	13632	1514
1800	13639	1507
1801	13647	1499
1802	13655	1491
1803	13662	1484
1804	13670	1476
1805	13678	1469
1806	13685	1461
1807	13693	1454
1808	13702	1446
1809	13710	1439
1810	13719	1431
1811	13727	1424
1812	13736	1416
1813	13744	1409
1814	13751	1401
1815	13759	1394
1816	13768	1386
1817	13776	1379
1818	13783	1371
1819	13791	1364
1820	13799	1356
1821	13807	1348
1822	13815	1341
1823	13822	1333
1824	13832	1326
1825	13839	1318
1826	13848	1311
1827	13855	1303
1828	13863	1296
1829	13871	1288
1830	13880	1281
1831	13887	1273
1832	13895	1266
1833	13902	1258
1834	13911	1250
1835	13918	1243
1836	13926	1235
1837	13934	1228
1838	13942	1220
1839	13950	1213
1840	13959	1205
1841	13967	1198
1842	13975	1190
1843	13983	1183
1844	13992	1175
1845	14000	1167
1846	14009	1160
1847	14016	1152
1848	14025	1145
1849	14033	1137
1850	14043	1130
1851	14051	1122
1852	14060	1115
1853	14067	1107
1854	14075	1100
1855	14083	1092
1856	14091	1085
1857	14100	1077
1858	14110	1070
1859	14120	1062
1860	14129	1055
1861	14138	1047
1862	14147	1040
1863	14158	1033
1864	14167	1025
1865	14176	1018
1866	14185	1010
1867	14193	1002
1868	14202	995
1869	14209	987
1870	14218	980
1871	14226	972
1872	14234	965
1873	14241	957
1874	14249	949
1875	14258	942
1876	14266	934
1877	14273	927
1878	14283	919
1879	14291	912
1880	14300	904
1881	14307	897
1882	14316	889
1883	14324	881
1884	14332	874
1885	14339	866
1886	14347	859
1887	14355	851
1888	14364	844
1889	14372	836
1890	14381	828
1891	14388	821
1892	14396	813
1893	14403	806
1894	14410	798
1895	14419	790
1896	14426	783
1897	14434	775
1898	14442	768
1899	14451	760
1900	14458	752
1901	14468	745
1902	14476	737
1903	14484	730
1904	14491	722
1905	14499	715
1906	14507	707
1907	14515	699
1908	14522	692
1909	14530	684
1910	14538	677
1911	14546	669
1912	14554	661
1913	14565	654
1914	14576	646
1915	14584	639
1916	14594	631
1917	14602	624
1918	14611	616
1919	14619	609
1920	14627	601
1921	14635	593
1922	14643	586
1923	14650	578
1924	14659	571
1925	14666	563
1926	14674	555
1927	14682	548
1928	14690	540
1929	14697	533
1930	14705	525
1931	14712	517
1932	14720	510
1933	14728	502
1934	14736	495
1935	14744	487
1936	14752	479
1937	14760	472
1938	14768	464
1939	14776	457
1940	14784	449
1941	14792	441
1942	14800	434
1943	14807	426
1944	14815	418
1945	14823	411
1946	14831	403
1947	14839	396
1948	14846	388
1949	14855	380
1950	14862	373
1951	14871	365
1952	14880	358
1953	14888	350
1954	14895	342
1955	14904	335
1956	14911	327
1957	14919	320
1958	14926	312
1959	14935	304
1960	14943	297
1961	14952	289
1962	14960	281
1963	14969	274
1964	14977	266
1965	14985	259
1966	14993	251
1967	15001	243
1968	15009	236
1969	15018	228
1970	15025	221
1971	15033	213
1972	15041	205
1973	15049	198
1974	15057	190
1975	15065	182
1976	15073	175
1977	15082	167
1978	15090	160
1979	15098	152
1980	15106	144
1981	15114	137
1982	15122	129
1983	15130	122
1984	15137	114
1985	15145	106
1986	15153	99
1987	15160	91
1988	15168	83
1989	15176	76
1990	15185	68
1991	15193	61
1992	15202	53
1993	15210	45
1994	15219	38
1995	15226	30
1996	15235	22
1997	15243	15
1998	15251	7
1999	15258	0
