iter	RMSE
1664	2.222751024
1665	2.222661064
1666	2.222405422
1667	2.222112853
1668	2.221770472
1669	2.221487608
1670	2.221444407
1671	2.221188387
1672	2.220979605
1673	2.220773223
1674	2.220297286
1675	2.220006545
1676	2.219746851
1677	2.21968258
1678	2.219422254
1679	2.219150641
1680	2.218925112
1681	2.218561004
1682	2.218508551
1683	2.218446429
1684	2.218078106
1685	2.21793084
1686	2.217528804
1687	2.217331921
1688	2.217134298
1689	2.216856203
1690	2.216407332
1691	2.216138539
1692	2.215945227
1693	2.215751218
1694	2.215435321
1695	2.215400111
1696	2.215259008
1697	2.215122104
1698	2.214924952
1699	2.21470702
1700	2.21432777
1701	2.214042095
1702	2.213955333
1703	2.213863431
1704	2.21380987
1705	2.213690676
1706	2.213646859
1707	2.213525955
1708	2.21340664
1709	2.213159938
1710	2.212894456
1711	2.212575971
1712	2.212391284
1713	2.212196349
1714	2.212092185
1715	2.212016816
1716	2.211898338
1717	2.211867724
1718	2.211719021
1719	2.211294086
1720	2.211057494
1721	2.211004677
1722	2.210850334
1723	2.210704072
1724	2.210524226
1725	2.21036367
1726	2.210104044
1727	2.210012408
1728	2.209809608
1729	2.209663564
1730	2.209510312
1731	2.209363548
1732	2.209232837
1733	2.208991605
1734	2.208835634
1735	2.208571368
1736	2.208509827
1737	2.208075037
1738	2.208017257
1739	2.207814351
1740	2.207729908
1741	2.207584094
1742	2.207513348
1743	2.20718228
1744	2.207040101
1745	2.206929218
1746	2.206616426
1747	2.206443924
1748	2.206301586
1749	2.206060757
1750	2.205939733
1751	2.205662925
1752	2.205432743
1753	2.205204547
1754	2.205148401
1755	2.20489222
1756	2.204711222
1757	2.204621822
1758	2.20442562
1759	2.204255019
1760	2.203882674
1761	2.203611996
1762	2.203496173
1763	2.203353909
1764	2.203288007
1765	2.203243258
1766	2.203139562
1767	2.202889902
1768	2.202770143
1769	2.202269519
1770	2.202024269
1771	2.201903386
1772	2.201584848
1773	2.201408981
1774	2.201103759
1775	2.200888211
1776	2.200698991
1777	2.20039444
1778	2.200241086
1779	2.200112187
1780	2.199873258
1781	2.199687323
1782	2.199684745
1783	2.199611635
1784	2.199543378
1785	2.199380613
1786	2.199244268
1787	2.199168951
1788	2.198899139
1789	2.19868638
1790	2.198388914
1791	2.198353673
1792	2.198148338
1793	2.198052883
1794	2.197709691
1795	2.197404885
1796	2.19709462
1797	2.197004397
1798	2.196739445
1799	2.196522821
1800	2.196383513
1801	2.196132201
1802	2.195899541
1803	2.195765068
1804	2.195631423
1805	2.195503104
1806	2.195361939
1807	2.194926898
1808	2.194699035
1809	2.194623751
1810	2.194306196
1811	2.193940079
1812	2.193840339
1813	2.193746402
1814	2.193637133
1815	2.193558306
1816	2.193282077
1817	2.193201032
1818	2.193090495
1819	2.192764966
1820	2.192530467
1821	2.192062878
1822	2.191861139
1823	2.191684762
1824	2.191365076
1825	2.191178826
1826	2.190905847
1827	2.190614794
1828	2.190437449
1829	2.19019647
1830	2.189875522
1831	2.189711383
1832	2.18954281
1833	2.189540279
1834	2.189469043
1835	2.189428853
1836	2.189281822
1837	2.189152776
1838	2.188805045
1839	2.188673315
1840	2.188453606
1841	2.188197597
1842	2.188124493
1843	2.187709965
1844	2.187576558
1845	2.187367414
1846	2.186903524
1847	2.186768915
1848	2.18661377
1849	2.186468352
1850	2.186287667
1851	2.186105909
1852	2.185889633
1853	2.18575455
1854	2.185552329
1855	2.185433959
1856	2.185420506
1857	2.185369347
1858	2.185182442
1859	2.18489903
1860	2.184736361
1861	2.184423096
1862	2.184128512
1863	2.184004907
1864	2.18378465
1865	2.183711998
1866	2.183552367
1867	2.183397103
1868	2.183165591
1869	2.182843579
1870	2.182679453
1871	2.182329818
1872	2.182150945
1873	2.182092324
1874	2.181855953
1875	2.181492015
1876	2.181228001
1877	2.18098791
1878	2.180668097
1879	2.180422114
1880	2.180199191
1881	2.180135047
1882	2.17981693
1883	2.17974067
1884	2.179568195
1885	2.179460854
1886	2.179264951
1887	2.179019473
1888	2.178778523
1889	2.178338682
1890	2.178119743
1891	2.177994708
1892	2.177756232
1893	2.177681773
1894	2.177468501
1895	2.17738235
1896	2.177379971
1897	2.177155652
1898	2.177074356
1899	2.176822969
1900	2.176774873
1901	2.176588764
1902	2.176338793
1903	2.17623391
1904	2.176040159
1905	2.175869797
1906	2.175587979
1907	2.175358611
1908	2.175146278
1909	2.175075132
1910	2.174916061
1911	2.174658102
1912	2.17436954
1913	2.174268792
1914	2.173930007
1915	2.173799943
1916	2.173723227
1917	2.173372615
1918	2.173237066
1919	2.173006437
1920	2.172840991
1921	2.172682536
1922	2.172626553
1923	2.172519207
1924	2.172239546
1925	2.172104351
1926	2.171892953
1927	2.171810577
1928	2.171536543
1929	2.171484011
1930	2.171164492
1931	2.171068861
1932	2.170748756
1933	2.170625103
1934	2.170521619
1935	2.170395773
1936	2.170082089
1937	2.169975572
1938	2.169732227
1939	2.169672199
1940	2.169559865
1941	2.169292413
1942	2.169173824
1943	2.168998507
1944	2.168674268
1945	2.16859491
1946	2.168410589
1947	2.168277032
1948	2.168092523
1949	2.167682861
1950	2.167430303
1951	2.167086513
1952	2.166720514
1953	2.166620218
1954	2.166291356
1955	2.166072692
1956	2.166030945
1957	2.165817637
1958	2.1656391
1959	2.165376274
1960	2.165136761
1961	2.164871726
1962	2.164543964
1963	2.164291511
1964	2.164095513
1965	2.163808749
1966	2.163762481
1967	2.163658997
1968	2.163625537
1969	2.163358061
1970	2.163024638
1971	2.162885279
1972	2.162676769
1973	2.162477079
1974	2.162238686
1975	2.161962767
1976	2.161714172
1977	2.161543827
1978	2.161444005
1979	2.161327101
1980	2.161218271
1981	2.161161111
1982	2.161055073
1983	2.160852926
1984	2.160733859
1985	2.160621799
1986	2.160423508
1987	2.160318945
1988	2.160252477
1989	2.159919673
1990	2.159617192
1991	2.159403918
1992	2.159182698
1993	2.158998268
1994	2.158831268
1995	2.158778226
1996	2.158497475
1997	2.158240225
1998	2.158050211
1999	2.157988865
