iter	RMSE
247	2.537983268
248	2.537694319
249	2.537588621
250	2.537457695
251	2.53710098
252	2.536925369
253	2.536733011
254	2.536396171
255	2.536333381
256	2.53574473
257	2.535576122
258	2.535421771
259	2.535154426
260	2.534976882
261	2.534582273
262	2.53420521
263	2.533966664
264	2.533908403
265	2.533731642
266	2.533620587
267	2.533481488
268	2.53303981
269	2.532790537
270	2.532610428
271	2.532471228
272	2.53232945
273	2.532220537
274	2.531932286
275	2.531600318
276	2.531407766
277	2.531180025
278	2.530871899
279	2.53054861
280	2.530372136
281	2.530127564
282	2.529794714
283	2.529571928
284	2.529495968
285	2.529430022
286	2.529288559
287	2.529187328
288	2.528890291
289	2.528794532
290	2.528639078
291	2.528368118
292	2.528197026
293	2.527909309
294	2.527579891
295	2.52740904
296	2.527307676
297	2.526929222
298	2.526837089
299	2.526534891
300	2.526432326
301	2.526259367
302	2.526132548
303	2.52611079
304	2.525842931
305	2.525684514
306	2.525383531
307	2.5251571
308	2.525086359
309	2.524912576
310	2.524664636
311	2.52442901
312	2.524305159
313	2.524253239
314	2.524085424
315	2.523798596
316	2.523615222
317	2.52317856
318	2.523081689
319	2.522847809
320	2.522787774
321	2.522705345
322	2.52256999
323	2.52217146
324	2.521999063
325	2.521651166
326	2.521475778
327	2.521287365
328	2.521129846
329	2.52093526
330	2.520718832
331	2.520687358
332	2.520569865
333	2.520096879
334	2.519816317
335	2.519535302
336	2.519339575
337	2.519169771
338	2.519005057
339	2.518810925
340	2.518561244
341	2.518494062
342	2.518325991
343	2.518070672
344	2.518010653
345	2.517661025
346	2.51758897
347	2.517359619
348	2.517184945
349	2.517031626
350	2.516975104
351	2.516713228
352	2.516695732
353	2.516520107
354	2.516098201
355	2.515892263
356	2.515837366
357	2.515655471
358	2.515442159
359	2.515041993
360	2.514945331
361	2.514867449
362	2.514676795
363	2.51463755
364	2.514561912
365	2.514368636
366	2.514038473
367	2.513810312
368	2.513541337
369	2.51341954
370	2.513173828
371	2.512928871
372	2.512602505
373	2.512512089
374	2.512416308
375	2.512160857
376	2.51197509
377	2.511563635
378	2.511242174
379	2.511177008
380	2.51107292
381	2.510842662
382	2.510517356
383	2.510354482
384	2.510254363
385	2.510063916
386	2.509958942
387	2.509816407
388	2.509766699
389	2.509654851
390	2.509486526
391	2.509429771
392	2.509281123
393	2.509226935
394	2.509194618
395	2.508871671
396	2.508825493
397	2.508521222
398	2.508422103
399	2.507888767
400	2.507735941
401	2.50720407
402	2.50692403
403	2.506629734
404	2.50648227
405	2.506415518
406	2.506022758
407	2.505923956
408	2.505815073
409	2.505623224
410	2.505484579
411	2.505329467
412	2.505292861
413	2.505262304
414	2.50514642
415	2.504751549
416	2.504480055
417	2.503994906
418	2.503923912
419	2.503629543
420	2.50338612
421	2.503311404
422	2.503141639
423	2.503022832
424	2.502921389
425	2.502544452
426	2.502394122
427	2.502326787
428	2.501947086
429	2.501789903
430	2.501741297
431	2.501544242
432	2.501369532
433	2.501137657
434	2.50110304
435	2.501055368
436	2.501007929
437	2.500884354
438	2.50080177
439	2.500564253
440	2.500113235
441	2.499933172
442	2.499326498
443	2.499196119
444	2.498690408
445	2.498497376
446	2.498379799
447	2.498352555
448	2.497947667
449	2.497515876
450	2.497338595
451	2.497063496
452	2.496601571
453	2.496586297
454	2.496548214
455	2.49625374
456	2.496218912
457	2.49608751
458	2.495820006
459	2.495335991
460	2.495046473
461	2.49493077
462	2.494915754
463	2.494865317
464	2.494698646
465	2.494457171
466	2.49429026
467	2.494106759
468	2.493937431
469	2.493697638
470	2.493592511
471	2.493244772
472	2.493189051
473	2.493089038
474	2.492932983
475	2.492600417
476	2.492538774
477	2.492104719
478	2.492044348
479	2.491918429
480	2.491389279
481	2.491094387
482	2.491081233
483	2.490871682
484	2.490762656
485	2.490513432
486	2.490500101
487	2.490345568
488	2.489982544
489	2.48994413
490	2.489761084
491	2.489605413
492	2.489513303
493	2.489165383
494	2.489111853
495	2.48907432
496	2.488828359
497	2.488734624
498	2.488670118
499	2.488600538
500	2.488411638
501	2.488387626
502	2.488199927
503	2.488083626
504	2.488000176
505	2.487951999
506	2.487837072
507	2.487651712
508	2.487577372
509	2.487408428
510	2.487088884
511	2.487078155
512	2.486810399
513	2.486729226
514	2.486612129
515	2.486450469
516	2.486438977
517	2.485932891
518	2.485517877
519	2.485164371
520	2.484914684
521	2.484698571
522	2.484439882
523	2.484429027
524	2.48441199
525	2.483987255
526	2.483409698
527	2.483213512
528	2.483048033
529	2.483037008
530	2.482301736
531	2.482029294
532	2.481929456
533	2.481647998
534	2.481631709
535	2.481611553
536	2.481286354
537	2.481255055
538	2.480868832
539	2.480858391
540	2.480620386
541	2.480601661
542	2.48057748
543	2.4805457
544	2.48041699
545	2.480264743
546	2.480254642
547	2.479813305
548	2.479574805
549	2.479418584
550	2.478951326
551	2.478650813
552	2.478640979
553	2.478470373
554	2.477967375
555	2.477890627
556	2.477815905
557	2.477501726
558	2.477091803
559	2.47706138
560	2.477033119
561	2.47673708
562	2.476304158
563	2.475955439
564	2.475654731
565	2.475645307
566	2.475480966
567	2.475471994
568	2.475216611
569	2.475059034
570	2.474778412
571	2.474614821
572	2.474188315
573	2.473887725
574	2.47324141
575	2.472857961
576	2.472787137
577	2.472653024
578	2.472626306
579	2.472597401
580	2.472499088
581	2.472164514
582	2.471414349
583	2.471145108
584	2.471017716
585	2.470736489
586	2.470326675
587	2.470281595
588	2.469895418
589	2.469543115
590	2.469491402
591	2.469238075
592	2.468984555
593	2.468567522
594	2.468172473
595	2.468089827
596	2.467998751
597	2.467669179
598	2.467222446
599	2.466939028
600	2.466658112
601	2.466418023
602	2.466402683
603	2.46608381
604	2.466070334
605	2.46561313
606	2.465559251
607	2.465326612
608	2.465075365
609	2.464807748
610	2.464653282
611	2.464233823
612	2.463858015
613	2.463499929
614	2.463488053
615	2.462863761
616	2.462816192
617	2.462491932
618	2.462433401
619	2.462396055
620	2.462086821
621	2.461993538
622	2.461952473
623	2.461563017
624	2.461329227
625	2.461319002
626	2.461243202
627	2.461210581
628	2.460712668
629	2.46065349
630	2.460318281
631	2.46031113
632	2.460035333
633	2.459631923
634	2.459376122
635	2.458969229
636	2.458609765
637	2.458315442
638	2.458307178
639	2.457895708
640	2.457628054
641	2.457514807
642	2.457013836
643	2.457007188
644	2.456476348
645	2.45619898
646	2.456080587
647	2.455841035
648	2.45564819
649	2.455367079
650	2.455354472
651	2.455346317
652	2.45485822
653	2.454645376
654	2.454197052
655	2.45349794
656	2.453490244
657	2.452946256
658	2.4529385
659	2.452744026
660	2.452537878
661	2.452110262
662	2.452103649
663	2.451764498
664	2.451757993
665	2.45153082
666	2.451260839
667	2.451038747
668	2.450461951
669	2.450201161
670	2.449901859
671	2.449547525
672	2.448985832
673	2.448532316
674	2.448312089
675	2.448289699
676	2.448044173
677	2.447995416
678	2.447651124
679	2.447424913
680	2.447142124
681	2.446675265
682	2.446666598
683	2.44666064
684	2.446462584
685	2.446272013
686	2.446265877
687	2.446047802
688	2.445518565
689	2.445187153
690	2.444952406
691	2.444704398
692	2.444182661
693	2.443893034
694	2.443641439
695	2.443324463
696	2.443318095
697	2.443312401
698	2.443015991
699	2.442848387
700	2.442552477
701	2.442292562
702	2.44201469
703	2.441730329
704	2.4409849
705	2.440751375
706	2.440439894
707	2.4401041
708	2.439836533
709	2.439759052
710	2.439753213
711	2.439539807
712	2.439013779
713	2.438585779
714	2.438331644
715	2.438174992
716	2.438142694
717	2.437731969
718	2.437530107
719	2.437496044
720	2.437250393
721	2.437073735
722	2.437060876
723	2.436778735
724	2.436611001
725	2.436348395
726	2.436214431
727	2.435883802
728	2.435741209
729	2.435563806
730	2.43547681
731	2.435246739
732	2.434930054
733	2.434527836
734	2.434350496
735	2.433841335
736	2.433436017
737	2.433179323
738	2.433171325
739	2.432397254
740	2.432219085
741	2.432077747
742	2.431878412
743	2.431699518
744	2.431382198
745	2.431113676
746	2.430837611
747	2.43048235
748	2.430417357
749	2.430225261
750	2.429727889
751	2.429484398
752	2.429296769
753	2.428983705
754	2.428710934
755	2.428556639
756	2.42846658
757	2.428378021
758	2.428229968
759	2.427747906
760	2.427196613
761	2.427140765
762	2.426772959
763	2.426375453
764	2.425979836
765	2.425763551
766	2.425587853
767	2.425302868
768	2.425056063
769	2.424868826
770	2.424414103
771	2.424225555
772	2.424148076
773	2.42392528
774	2.423488336
775	2.423316986
776	2.423110435
777	2.422982331
778	2.422810359
779	2.422653499
780	2.42258578
781	2.422393623
782	2.421899073
783	2.421667627
784	2.421557596
785	2.421442789
786	2.421322662
787	2.421078014
788	2.420645223
789	2.420498031
790	2.420272308
791	2.420267469
792	2.420025392
793	2.419753799
794	2.419433998
795	2.419328207
796	2.419202768
797	2.418946136
798	2.418699246
799	2.418309355
800	2.41824238
801	2.418237329
802	2.417839768
803	2.4176496
804	2.417183575
805	2.416606516
806	2.416600921
807	2.416174506
808	2.415939205
809	2.415633944
810	2.415405628
811	2.415164256
812	2.414899159
813	2.414546633
814	2.414280494
815	2.413916193
816	2.413587862
817	2.413008337
818	2.412688899
819	2.412231873
820	2.412188295
821	2.411855675
822	2.411850188
823	2.411658366
824	2.41136612
825	2.411225909
826	2.411018935
827	2.410895117
828	2.410889813
829	2.410410444
830	2.410247685
831	2.409862864
832	2.40960886
833	2.409328477
834	2.409017422
835	2.408816652
836	2.408592821
837	2.408186519
838	2.40779709
839	2.407495271
840	2.407360857
841	2.406933538
842	2.406776253
843	2.406532239
844	2.406261242
845	2.406088134
846	2.405929578
847	2.405604656
848	2.405434845
849	2.405429544
850	2.405004458
851	2.404847742
852	2.40464075
853	2.404326118
854	2.404278515
855	2.404117347
856	2.40409938
857	2.404001861
858	2.403960382
859	2.403672929
860	2.403479348
861	2.403120807
862	2.40289917
863	2.402546234
864	2.40222284
865	2.402079316
866	2.401746865
867	2.401541223
868	2.401523817
869	2.401269876
870	2.401264536
871	2.401259848
872	2.400954909
873	2.400911901
874	2.400847561
875	2.400732338
876	2.400248398
877	2.399890888
878	2.399868301
879	2.39960059
880	2.399237126
881	2.398840356
882	2.398730409
883	2.398493254
884	2.398046457
885	2.397926747
886	2.397785318
887	2.397397481
888	2.396843833
889	2.396708579
890	2.396485053
891	2.396468685
892	2.396413956
893	2.396116408
894	2.395847491
895	2.395764806
896	2.395575675
897	2.39531986
898	2.395244713
899	2.394926981
900	2.394456201
901	2.394434123
902	2.394429981
903	2.394057828
904	2.393918212
905	2.393561516
906	2.393238197
907	2.392791226
908	2.392540932
909	2.392023145
910	2.391567523
911	2.391547328
912	2.391190419
913	2.390730922
914	2.390553887
915	2.389913842
916	2.389729327
917	2.389507216
918	2.389317911
919	2.388899831
920	2.388564463
921	2.388304406
922	2.387930508
923	2.38755898
924	2.387381364
925	2.38711608
926	2.386740461
927	2.386618154
928	2.386247171
929	2.386003025
930	2.385962135
931	2.385906662
932	2.38563768
933	2.385276642
934	2.38525761
935	2.385055083
936	2.384871141
937	2.384847788
938	2.384546541
939	2.384354624
940	2.384242944
941	2.384049926
942	2.383763045
943	2.38354621
944	2.383307066
945	2.382959603
946	2.38266759
947	2.382521095
948	2.382371318
949	2.38200322
950	2.381329088
951	2.381102108
952	2.380663458
953	2.380505949
954	2.380149639
955	2.379888983
956	2.379512892
957	2.379175555
958	2.37914383
959	2.378911533
960	2.378612639
961	2.378295697
962	2.37826113
963	2.378070778
964	2.377876884
965	2.377795512
966	2.377387229
967	2.377058495
968	2.376695844
969	2.376503497
970	2.376470162
971	2.376412431
972	2.376155016
973	2.375886735
974	2.37586444
975	2.375740464
976	2.375503706
977	2.375149609
978	2.374713919
979	2.374487401
980	2.37425884
981	2.373843129
982	2.373657961
983	2.373378512
984	2.373032441
985	2.373012175
986	2.372613058
987	2.372453055
988	2.372133737
989	2.371968393
990	2.371690139
991	2.371040561
992	2.370905675
993	2.370667003
994	2.370336341
995	2.370176358
996	2.370114098
997	2.369892848
998	2.369577623
999	2.369397936
1000	2.3693736
1001	2.369179307
1002	2.369065029
1003	2.368910493
1004	2.368715681
1005	2.368347889
1006	2.367861806
1007	2.367683646
1008	2.367424859
1009	2.366859447
1010	2.366686283
1011	2.36630027
1012	2.36626303
1013	2.365929455
1014	2.365924163
1015	2.365873953
1016	2.365677806
1017	2.365577808
1018	2.365433816
1019	2.365302294
1020	2.36516231
1021	2.364867987
1022	2.36447628
1023	2.364402119
1024	2.364029026
1025	2.363826365
1026	2.363493819
1027	2.363396472
1028	2.363188681
1029	2.362880001
1030	2.362719549
1031	2.36230618
1032	2.362129813
1033	2.361834971
1034	2.361663557
1035	2.361375339
1036	2.361146928
1037	2.360796467
1038	2.360577497
1039	2.360385372
1040	2.360157661
1041	2.360044359
1042	2.359911683
1043	2.359513917
1044	2.359368096
1045	2.359223437
1046	2.359056752
1047	2.358942987
1048	2.358730522
1049	2.358424154
1050	2.358326853
1051	2.358033409
1052	2.357765853
1053	2.35739298
1054	2.357302412
1055	2.357104462
1056	2.356768806
1057	2.356402543
1058	2.356133376
1059	2.355861669
1060	2.355587481
1061	2.355308921
1062	2.355014006
1063	2.354515767
1064	2.354129713
1065	2.353881794
1066	2.353522411
1067	2.353246394
1068	2.353014797
1069	2.352651042
1070	2.352509169
1071	2.352204263
1072	2.351985042
1073	2.351612849
1074	2.35148048
1075	2.351335249
1076	2.351065294
1077	2.350824545
1078	2.35053578
1079	2.350532243
1080	2.3503858
1081	2.350156877
1082	2.34998995
1083	2.34964437
1084	2.349497874
1085	2.349366302
1086	2.349015308
1087	2.348873144
1088	2.348630824
1089	2.34846189
1090	2.348328076
1091	2.347918205
1092	2.347543148
1093	2.347177676
1094	2.347034155
1095	2.34670267
1096	2.346522104
1097	2.346269582
1098	2.346047565
1099	2.345791386
1100	2.34546329
1101	2.345262678
1102	2.344818762
1103	2.344247039
1104	2.343931825
1105	2.343663595
1106	2.343442253
1107	2.343271248
1108	2.343040761
1109	2.342707367
1110	2.342397216
1111	2.342171298
1112	2.34194862
1113	2.341812263
1114	2.341602519
1115	2.341170708
1116	2.340991562
1117	2.340940622
1118	2.340533622
1119	2.34048005
1120	2.340404608
1121	2.340321052
1122	2.340122044
1123	2.339997838
1124	2.339493622
1125	2.339328252
1126	2.339206316
1127	2.339063244
1128	2.338709309
1129	2.338510382
1130	2.338378587
1131	2.338262248
1132	2.337933717
1133	2.337804352
1134	2.337590512
1135	2.337302117
1136	2.337163153
1137	2.337092735
1138	2.336901435
1139	2.336701617
1140	2.336465062
1141	2.336031186
1142	2.335706846
1143	2.335613773
1144	2.335460929
1145	2.335246087
1146	2.334855258
1147	2.334527647
1148	2.334199463
1149	2.33413338
1150	2.333913593
1151	2.333698209
1152	2.333351965
1153	2.332988879
1154	2.332777829
1155	2.332522701
1156	2.332412494
1157	2.332149718
1158	2.331876892
1159	2.331685143
1160	2.331433908
1161	2.33111698
1162	2.330824948
1163	2.330369584
1164	2.330048907
1165	2.329697219
1166	2.329474042
1167	2.329330312
1168	2.329145253
1169	2.328817706
1170	2.328337971
1171	2.328217477
1172	2.328051596
1173	2.327869526
1174	2.327706926
1175	2.327534195
1176	2.327233645
1177	2.326949897
1178	2.326854598
1179	2.326493445
1180	2.32621973
1181	2.32604248
1182	2.325734275
1183	2.325546397
1184	2.325402933
1185	2.325245194
1186	2.325019211
1187	2.324933606
1188	2.32447936
1189	2.324298556
1190	2.324054756
1191	2.323755069
1192	2.323590023
1193	2.32343263
1194	2.323231101
1195	2.323027587
1196	2.322779696
1197	2.322589073
1198	2.322585986
1199	2.322296333
1200	2.322230461
1201	2.322138698
1202	2.322021848
1203	2.321903901
1204	2.321599591
1205	2.321035961
1206	2.32076986
1207	2.320585073
1208	2.320468977
1209	2.320181387
1210	2.319972833
1211	2.319677873
1212	2.319546362
1213	2.319370785
1214	2.319202803
1215	2.318769683
1216	2.318606727
1217	2.318295505
1218	2.31815195
1219	2.318043576
1220	2.317817098
1221	2.317684553
1222	2.317563343
1223	2.317467606
1224	2.317289813
1225	2.317184287
1226	2.316907209
1227	2.316805765
1228	2.31639032
1229	2.316173934
1230	2.315938116
1231	2.315776584
1232	2.315626927
1233	2.315337495
1234	2.315136971
1235	2.314962081
1236	2.314665399
1237	2.314532562
1238	2.314423394
1239	2.313988636
1240	2.313783575
1241	2.313567563
1242	2.313404684
1243	2.312961108
1244	2.31288099
1245	2.31267117
1246	2.312565417
1247	2.312390396
1248	2.312338986
1249	2.312240398
1250	2.312012659
1251	2.311762014
1252	2.311380201
1253	2.311071307
1254	2.310878054
1255	2.310696013
1256	2.310506164
1257	2.310306581
1258	2.310207921
1259	2.309841485
1260	2.309730919
1261	2.309384022
1262	2.309209069
1263	2.309035347
1264	2.30887562
1265	2.308823646
1266	2.308617186
1267	2.30843986
1268	2.308031054
1269	2.307851996
1270	2.307756154
1271	2.307489875
1272	2.307043766
1273	2.306770028
1274	2.30663243
1275	2.306325147
1276	2.305775069
1277	2.305481009
1278	2.30528514
1279	2.305211487
1280	2.305002123
1281	2.304761769
1282	2.304410344
1283	2.304313028
1284	2.304211635
1285	2.303911238
1286	2.303576477
1287	2.303533768
1288	2.303468551
1289	2.303261173
1290	2.302897845
1291	2.302793802
1292	2.30240395
1293	2.302305401
1294	2.301997787
1295	2.301746154
1296	2.301319667
1297	2.301138014
1298	2.300768923
1299	2.300286525
1300	2.300187652
1301	2.300039968
1302	2.299919671
1303	2.299409815
1304	2.299178919
1305	2.29899433
1306	2.298907119
1307	2.298652411
1308	2.298437479
1309	2.298123016
1310	2.297860259
1311	2.297483736
1312	2.297179358
1313	2.297132143
1314	2.297021565
1315	2.296805019
1316	2.296613348
1317	2.296302939
1318	2.296253977
1319	2.296027989
1320	2.295964268
1321	2.295657212
1322	2.295342105
1323	2.295144462
1324	2.294842104
1325	2.294404635
1326	2.293943534
1327	2.293802506
1328	2.293618371
1329	2.293397058
1330	2.293106466
1331	2.292825063
1332	2.292477063
1333	2.292336661
1334	2.291905738
1335	2.291687439
1336	2.291546843
1337	2.291233753
1338	2.291148925
1339	2.290985726
1340	2.290718668
1341	2.290601488
1342	2.290347521
1343	2.290223548
1344	2.289879658
1345	2.28978496
1346	2.28953847
1347	2.289183728
1348	2.288998862
1349	2.288903673
1350	2.288628924
1351	2.288203123
1352	2.28794936
1353	2.287814156
1354	2.287318153
1355	2.287022104
1356	2.286729807
1357	2.286406613
1358	2.2862151
1359	2.286002825
1360	2.285665342
1361	2.28518439
1362	2.285074792
1363	2.284653901
1364	2.284489913
1365	2.28423917
1366	2.284048291
1367	2.283965268
1368	2.283456422
1369	2.28332879
1370	2.282899171
1371	2.282683047
1372	2.282310029
1373	2.282161657
1374	2.281995035
1375	2.281649367
1376	2.281437096
1377	2.281016407
1378	2.280817619
1379	2.280629792
1380	2.280200656
1381	2.279699621
1382	2.279608587
1383	2.279489946
1384	2.279250476
1385	2.279081223
1386	2.279022249
1387	2.278847885
1388	2.27855787
1389	2.278355859
1390	2.278078362
1391	2.277841063
1392	2.277655266
1393	2.277474022
1394	2.277256783
1395	2.276994214
1396	2.276841807
1397	2.27665852
1398	2.276396993
1399	2.276035008
1400	2.275703644
1401	2.275532982
1402	2.275455086
1403	2.27508742
1404	2.274999953
1405	2.274959127
1406	2.274759315
1407	2.274477101
1408	2.274362468
1409	2.274242943
1410	2.274037282
1411	2.273873999
1412	2.273731894
1413	2.273335695
1414	2.273019416
1415	2.272579984
1416	2.272335919
1417	2.272054748
1418	2.271685171
1419	2.271533576
1420	2.271031382
1421	2.270784936
1422	2.270449929
1423	2.270243796
1424	2.270116207
1425	2.270020511
1426	2.269729063
1427	2.269643981
1428	2.26948239
1429	2.26924682
1430	2.268895153
1431	2.268792734
1432	2.268681403
1433	2.268333878
1434	2.268331134
1435	2.268082682
1436	2.267906095
1437	2.267720346
1438	2.267561631
1439	2.267169605
1440	2.266946282
1441	2.266694913
1442	2.266429012
1443	2.266218662
1444	2.26621417
1445	2.265906108
1446	2.265795171
1447	2.265470571
1448	2.264946527
1449	2.26483657
1450	2.26464857
1451	2.264607866
1452	2.264523043
1453	2.264288982
1454	2.263957838
1455	2.263612797
1456	2.263357906
1457	2.263112854
1458	2.262721588
1459	2.262599051
1460	2.262228168
1461	2.26222573
1462	2.262181902
1463	2.262040096
1464	2.261855515
1465	2.261698038
1466	2.26155222
1467	2.261456476
1468	2.261203664
1469	2.260589869
1470	2.260102096
1471	2.259894136
1472	2.259722247
1473	2.259507249
1474	2.259289834
1475	2.258986106
1476	2.258755269
1477	2.258471052
1478	2.258340918
1479	2.257965645
1480	2.257836933
1481	2.257740664
1482	2.25763438
1483	2.257489205
1484	2.257346287
1485	2.25721477
1486	2.257011373
1487	2.25655502
1488	2.256425191
1489	2.25611565
1490	2.255709629
1491	2.255479852
1492	2.255330181
1493	2.255111217
1494	2.25501806
1495	2.25482119
1496	2.254365868
1497	2.254221105
1498	2.253932903
1499	2.253875578
1500	2.253625998
1501	2.25328521
1502	2.25286012
1503	2.252575732
1504	2.252518708
1505	2.25238039
1506	2.25224417
1507	2.252118053
1508	2.251965597
1509	2.25187585
1510	2.251422473
1511	2.251265368
1512	2.251165294
1513	2.251002493
1514	2.250685498
1515	2.25052457
1516	2.250420952
1517	2.25020121
1518	2.249941766
1519	2.249771083
1520	2.249455242
1521	2.249280808
1522	2.24924577
1523	2.249091078
1524	2.24894141
1525	2.248819031
1526	2.248560578
1527	2.248426725
1528	2.248071016
1529	2.24772778
1530	2.247631297
1531	2.247532215
1532	2.247341055
1533	2.247267269
1534	2.24711785
1535	2.247022368
1536	2.246646933
1537	2.246402831
1538	2.246170266
1539	2.245974696
1540	2.245757139
1541	2.245631037
1542	2.245498221
1543	2.245154078
1544	2.244832393
1545	2.244797057
1546	2.244295967
1547	2.244263456
1548	2.244102283
1549	2.243699369
1550	2.243540452
1551	2.243530795
1552	2.243319022
1553	2.243155023
1554	2.243037475
1555	2.242761036
1556	2.242590069
1557	2.242378794
1558	2.242282271
1559	2.242153631
1560	2.242083559
1561	2.241834729
1562	2.241750445
1563	2.241663036
1564	2.24154818
1565	2.241428615
1566	2.241308915
1567	2.2411686
1568	2.240948295
1569	2.240873276
1570	2.240619636
1571	2.24056338
1572	2.240469428
1573	2.240266433
1574	2.24026375
1575	2.240173139
1576	2.240043005
1577	2.239821721
1578	2.239526648
1579	2.239462246
1580	2.239346249
1581	2.239110599
1582	2.238630542
1583	2.238328948
1584	2.238234089
1585	2.238147848
1586	2.238021973
1587	2.237944599
1588	2.237775449
1589	2.237670609
1590	2.237590282
1591	2.237480388
1592	2.237272485
1593	2.237130684
1594	2.236837263
1595	2.236770655
1596	2.236679092
1597	2.236589443
1598	2.23630867
1599	2.236178791
1600	2.236098005
1601	2.236055711
1602	2.235691303
1603	2.23558271
1604	2.235327593
1605	2.234948495
1606	2.234718372
1607	2.234441571
1608	2.234246586
1609	2.234184139
1610	2.233716853
1611	2.233623525
1612	2.233185427
1613	2.232992891
1614	2.23265697
1615	2.232445799
1616	2.232220862
1617	2.232104636
1618	2.231630622
1619	2.231449552
1620	2.231199211
1621	2.23115082
1622	2.23089278
1623	2.230616612
1624	2.230394812
1625	2.229985917
1626	2.229636219
1627	2.229514426
1628	2.229376704
1629	2.229154726
1630	2.228886221
1631	2.228720824
1632	2.228687555
1633	2.228599178
1634	2.228384405
1635	2.228210518
1636	2.228070307
1637	2.227769798
1638	2.227600526
1639	2.227400425
1640	2.227243207
1641	2.226991507
1642	2.226861992
1643	2.226648918
1644	2.226154528
1645	2.226106011
1646	2.225943269
1647	2.225833928
1648	2.225422724
1649	2.225333501
1650	2.225105693
1651	2.225016611
1652	2.224720168
1653	2.224517943
1654	2.224377172
1655	2.224262601
1656	2.224032663
1657	2.223966678
1658	2.223737708
1659	2.223678994
1660	2.223407841
1661	2.223292338
1662	2.223068539
1663	2.22296118
